id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1325059083,20140527T000000,,4,2.5,1850,50662,1,0,0,3,8,1430,420,1978,0,98052,47.6535,-122.119,2090,10599
8122100690,20140623T000000,,4,2.5,1850,5040,1,0,0,3,7,1230,620,1930,2013,98126,47.5386,-122.373,1010,5040
1937300280,20141030T000000,,2,1,1270,3700,1.5,0,0,3,7,1270,0,1909,0,98144,47.5949,-122.307,1980,3200
8898700820,20140707T000000,,2,1,1060,7700,1,0,0,3,7,820,240,1981,0,98055,47.4599,-122.205,1370,8833
5592900285,20141104T000000,,4,2,2630,9663,1,0,1,4,8,1330,1300,1956,0,98056,47.4841,-122.19,1900,8894
369000045,20141010T000000,,3,2.5,1880,5500,2,0,0,4,7,1880,0,1947,2007,98199,47.657,-122.393,1230,5500
9477000300,20140728T000000,,4,2.25,2060,8540,1,0,0,4,7,1540,520,1967,0,98034,47.734,-122.19,1560,7700
8118600080,20150220T000000,,4,2,2070,7980,1.5,0,0,4,7,2070,0,1940,0,98146,47.5092,-122.386,1600,7980
2722059010,20140618T000000,,5,3.5,3260,58806,2,0,0,4,8,3260,0,1969,0,98042,47.3703,-122.159,1810,17927
9828200545,20140513T000000,,3,1.75,1680,2400,1,0,0,5,7,870,810,1922,0,98122,47.6155,-122.3,1440,3600
4222200210,20140522T000000,,4,2,1580,8000,1,0,0,3,7,1040,540,1967,0,98003,47.3467,-122.304,1550,8000
6052401631,20150205T000000,,3,1.5,1360,13496,1,0,0,4,8,1360,0,1960,0,98198,47.4032,-122.314,1900,10538
5381000411,20150410T000000,,3,1.75,1440,7200,1,0,0,3,7,1440,0,1986,0,98188,47.4473,-122.284,1640,9167
5612100065,20140529T000000,,4,2,1670,12056,1,0,0,3,7,1670,0,1955,0,98028,47.7418,-122.244,1860,12056
752000035,20140520T000000,,4,2.5,2650,7945,2,0,0,3,9,2650,0,2006,0,98125,47.7113,-122.296,1200,7920
5448300150,20150105T000000,,3,2.25,1950,26500,1,0,0,4,8,1570,380,1965,0,98006,47.5784,-122.179,2160,12751
4338800600,20140609T000000,,3,1,1590,13000,1.5,0,0,3,6,1590,0,1944,0,98166,47.4789,-122.346,1460,8400
1442800400,20140628T000000,,2,1.75,1910,3376,2,0,0,3,8,1910,0,1980,0,98038,47.3733,-122.057,1470,3623
8165501510,20141125T000000,,2,2.25,1550,1827,2,0,0,3,8,1550,0,2008,0,98106,47.5394,-122.368,1420,1826
2225300585,20141120T000000,,3,2.75,1750,9166,1,0,0,4,7,1170,580,1979,0,98155,47.7696,-122.325,1810,8760
9842300036,20141008T000000,,3,1,1310,4163,1,0,0,4,7,1310,0,1964,0,98126,47.5301,-122.381,1120,4166
2205500400,20140514T000000,,4,1.75,1900,8250,1,0,0,4,7,950,950,1955,0,98006,47.5765,-122.147,1480,8360
6146600170,20140703T000000,,2,0.75,660,5240,1,0,0,4,4,660,0,1912,0,98032,47.3881,-122.234,850,5080
1697000370,20150325T000000,,3,1,1040,8122,1,0,0,5,7,1040,0,1971,0,98198,47.3731,-122.312,1470,8676
8651410090,20150508T000000,,2,1,840,5265,1,0,0,5,6,840,0,1969,0,98042,47.3644,-122.082,920,5100
6751300385,20150424T000000,,3,2,1730,9030,1,0,0,4,7,1730,0,1956,0,98007,47.5875,-122.134,1470,9030
6840701160,20141029T000000,,5,2,2140,5000,1.5,0,0,4,7,2020,120,1913,0,98122,47.6044,-122.299,1810,4400
3630080070,20140710T000000,,3,2.5,1500,2255,2,0,0,3,7,1500,0,2005,0,98029,47.5538,-121.997,1440,2040
1504800050,20150312T000000,,3,2.5,3280,6750,2,0,1,3,9,2440,840,2001,0,98126,47.5219,-122.38,1770,6387
7436500360,20140606T000000,,3,1.75,1480,7040,1,0,0,3,7,1480,0,1974,0,98033,47.6723,-122.169,2040,7810
425049181,20140912T000000,,2,1.5,1070,937,3,0,0,3,8,1070,0,2003,0,98115,47.6761,-122.3,1100,3200
5561400140,20140521T000000,,3,2.5,2420,49928,2,0,0,3,8,1860,560,1985,0,98027,47.463,-122.008,2620,37301
3134100162,20140717T000000,,4,2.75,2900,17400,1,0,0,4,8,2410,490,1978,0,98052,47.6431,-122.108,2620,12240
4315700175,20140612T000000,,3,1,1210,5750,1.5,0,0,4,7,1210,0,1910,0,98136,47.5403,-122.391,1160,5000
8032700072,20150415T000000,,3,1.5,1320,1250,3,0,0,3,8,1320,0,2008,0,98103,47.6536,-122.341,1560,1694
7772000010,20150309T000000,,4,2,1970,7451,1,0,0,3,8,1350,620,1962,0,98133,47.765,-122.335,1980,7510
4358700135,20141118T000000,,3,2.5,2360,9005,1,0,0,5,7,1340,1020,1929,0,98133,47.7076,-122.337,1520,9005
1245001820,20150429T000000,,4,1.5,2290,10372,1,0,0,3,7,1510,780,1965,1987,98033,47.6888,-122.199,1900,8109
8856004730,20140917T000000,,2,2.75,1590,20917,1.5,0,0,3,5,1590,0,1920,0,98001,47.2786,-122.25,1310,6000
1118000465,20150312T000000,,3,3.5,3780,8295,2,0,0,3,9,2430,1350,1951,0,98112,47.6394,-122.29,3780,9127
2641400290,20141028T000000,,4,2.5,1800,7620,2,0,0,3,8,1800,0,1995,0,98055,47.4346,-122.201,1800,6879
5006000035,20150427T000000,,4,1,1670,8102,1.5,0,0,3,6,1670,0,1944,0,98166,47.4692,-122.355,1310,7906
3260200110,20141208T000000,,3,2,3200,18184,1,0,0,5,8,2000,1200,1977,0,98005,47.6034,-122.172,1670,7416
185000161,20141015T000000,,3,1,1780,7800,1,0,0,3,7,1060,720,1957,0,98178,47.4932,-122.263,1450,7800
7170200085,20150327T000000,,2,1,940,3800,1,0,0,3,7,940,0,1929,0,98115,47.6798,-122.292,1680,3800
1423089055,20140613T000000,,4,2.75,4070,115434,2,0,0,3,9,4070,0,2002,0,98045,47.4843,-121.752,2970,95832
8083400066,20150423T000000,,4,1.5,2340,5000,2,0,0,3,8,2100,240,1912,0,98122,47.6065,-122.291,2320,5500
3975400260,20140902T000000,,4,2.75,2490,3840,1.5,0,0,4,7,1610,880,1922,0,98103,47.6551,-122.344,1420,4000
1423400225,20140721T000000,,2,1,1030,9192,1,0,0,4,6,1030,0,1959,0,98058,47.4565,-122.181,1030,9190
4051150070,20141223T000000,,3,1.5,1072,4339,2,0,0,3,7,1072,0,2009,0,98042,47.386,-122.162,1443,4341
3904920730,20150427T000000,,4,2.5,2960,10760,2,0,0,3,9,2960,0,1987,0,98029,47.5677,-122.013,2480,9528
8562790150,20140626T000000,,4,3.25,3060,3898,2,0,0,3,10,2300,760,2014,0,98027,47.5311,-122.073,2920,3448
3885806105,20140521T000000,,3,3.25,3690,7200,2,0,0,3,11,3690,0,2007,0,98033,47.6815,-122.2,1880,7200
6021500320,20150507T000000,,4,1.75,2170,4600,1,0,0,3,7,1270,900,1950,0,98117,47.6894,-122.384,1750,4000
3629960680,20140926T000000,,2,2.25,1620,1841,2,0,0,3,8,1540,80,2004,0,98029,47.5483,-122.004,1530,1831
7334600730,20141211T000000,,4,1.75,1580,8856,2,0,0,3,7,1580,0,1979,0,98045,47.4694,-121.745,1390,9490
643300180,20140523T000000,,3,2.75,1800,9550,1,0,0,4,7,1320,480,1966,0,98006,47.5679,-122.178,1890,9902
5255700160,20140805T000000,,3,1.75,2590,8384,1,0,0,4,8,1590,1000,1971,0,98011,47.7739,-122.199,2590,8800
8562720420,20150430T000000,,4,3.5,4740,8611,2,0,3,3,11,3640,1100,2006,0,98027,47.5375,-122.07,4042,8321
9477201530,20150423T000000,,3,2.25,1480,7565,1,0,0,3,7,1220,260,1977,0,98034,47.7288,-122.191,1660,7565
7575700015,20140710T000000,,3,2.75,2220,4000,2,0,0,3,8,1700,520,1914,2000,98122,47.617,-122.291,1800,4000
682000030,20140703T000000,,3,2,2300,13418,1,0,0,3,8,1430,870,1955,0,98004,47.6075,-122.2,2140,9380
4364700875,20140729T000000,,3,1,980,7560,1,0,0,3,7,980,0,1951,0,98126,47.5256,-122.375,1300,7560
3582750120,20140715T000000,,2,2.25,1640,2128,2,0,0,4,8,1640,0,1974,0,98028,47.753,-122.252,1640,2128
7287100135,20141001T000000,,3,1,1830,13900,1,0,0,3,7,1830,0,1951,0,98133,47.7654,-122.352,1840,10667
8001600130,20150501T000000,,3,2.5,1770,9450,1,0,0,3,8,1770,0,1988,0,98001,47.3196,-122.272,2200,8582
8570900023,20141010T000000,,3,1,1250,10094,1,0,0,4,6,1250,0,1927,0,98045,47.4987,-121.781,1300,10094
751000020,20140626T000000,,2,1,930,7740,1,0,0,3,6,930,0,1924,0,98125,47.7091,-122.292,1250,7740
6145601510,20140822T000000,,3,1,1000,3844,1,0,0,5,7,900,100,1928,0,98133,47.7031,-122.349,1000,3920
8651440740,20150121T000000,,3,1.5,1740,5200,1,0,0,4,7,1060,680,1977,0,98042,47.3657,-122.094,1540,5200
6071600340,20141113T000000,,3,2.25,1840,8400,1,0,0,3,8,1290,550,1961,0,98006,47.5497,-122.172,2110,8400
7802900224,20140707T000000,,5,2.5,2860,68519,2,0,0,5,8,2860,0,1958,0,98065,47.5265,-121.835,1670,35910
7129304200,20141222T000000,,2,1,920,5250,1,0,0,4,6,920,0,1906,0,98118,47.5177,-122.266,1210,5250
7853370020,20141014T000000,,3,2.75,3230,5250,2,0,0,3,9,2680,550,2014,0,98065,47.5196,-121.878,2710,5250
7605800090,20150108T000000,,3,2.5,2860,5805,2,0,0,3,9,2860,0,1999,0,98005,47.6218,-122.16,2360,5832
322059097,20141105T000000,,3,1.5,1420,22100,1,0,0,5,7,1420,0,1957,0,98042,47.4193,-122.149,1540,21780
6450303820,20140930T000000,,2,1,820,7475,1,0,0,3,6,820,0,1945,0,98133,47.7321,-122.341,1030,5720
8946390040,20140508T000000,,6,2.25,3206,5793,2,0,0,3,7,3206,0,2012,0,98032,47.369,-122.287,2527,5804
6146600595,20150410T000000,,2,1,860,5080,1,0,0,3,7,860,0,1960,0,98032,47.39,-122.236,1250,6477
7625702615,20150114T000000,,2,1,610,4560,1,0,0,3,5,610,0,1918,0,98136,47.5498,-122.383,930,1392
2517101200,20140707T000000,,4,2.5,2090,5195,2,0,0,3,7,2090,0,2007,0,98031,47.3986,-122.166,2090,5236
1321720170,20140817T000000,,3,2.5,3440,18167,2,0,0,3,11,3440,0,1991,0,98023,47.2909,-122.342,3990,20239
65000210,20140626T000000,,2,1.75,1240,6417,1,0,0,5,7,1240,0,1924,0,98126,47.5439,-122.379,1800,6417
1324079082,20141117T000000,,4,2,1810,42981,1,0,0,4,7,1810,0,1973,0,98024,47.5597,-121.85,1980,113691
1176001310,20150304T000000,,5,4.5,4340,5722,3,0,4,3,10,4340,0,2010,0,98107,47.6715,-122.406,1770,5250
1115700040,20141201T000000,,5,2.75,2920,9163,1,0,0,4,8,1520,1400,1976,0,98006,47.5668,-122.169,2250,9163
6139800390,20141006T000000,,3,2.5,1940,10800,1,0,0,3,8,1340,600,1979,0,98077,47.7471,-122.075,2080,9600
4364700600,20150330T000000,,3,1,1010,7920,1,0,0,3,6,1010,0,1925,0,98126,47.5249,-122.37,1520,7560
1099610830,20141202T000000,,3,1,1330,6900,1,0,0,3,7,1330,0,1976,0,98023,47.3033,-122.381,1530,7000
9265700005,20140822T000000,,3,1.75,1740,6220,1,0,0,4,6,1740,0,1954,0,98177,47.762,-122.362,1630,8418
7228501903,20140805T000000,,1,1,780,1033,1,0,0,3,7,780,0,1922,1985,98122,47.6155,-122.306,1040,1319
2780910100,20141218T000000,,5,2.5,2530,4229,2,0,0,3,7,2530,0,2004,0,98038,47.3531,-122.021,2070,4879
1954630080,20140619T000000,,3,2.5,2840,48716,1,0,3,3,9,1870,970,1994,0,98014,47.6832,-121.915,2710,43676
7254000100,20141215T000000,,3,2.5,2060,2551,2,0,0,3,8,1900,160,2001,0,98005,47.5881,-122.165,2060,2936
13002460,20150318T000000,,2,1.75,1740,5100,1,0,0,3,6,580,1160,1915,0,98108,47.5211,-122.33,1440,5100
4221970060,20150506T000000,,4,2.5,2640,7883,2,0,0,3,8,2640,0,1990,0,98092,47.3124,-122.188,2150,7683
822039111,20150327T000000,,3,2.5,2120,196995,1,0,1,3,9,2120,0,1997,0,98070,47.4089,-122.459,1304,92423
6127600036,20141105T000000,,4,2.75,2390,6820,2,0,0,4,7,2140,250,1945,0,98115,47.6788,-122.27,1980,6820
7304301045,20150203T000000,,2,1,770,11084,1,0,0,4,6,770,0,1947,0,98155,47.7482,-122.321,1010,11084
6844703410,20140924T000000,,4,2.25,1780,6120,1,0,0,3,8,1310,470,1951,0,98115,47.6955,-122.287,1780,6120
5101405265,20140911T000000,,4,2.5,2170,5257,2,0,0,3,7,2170,0,1989,0,98115,47.6999,-122.305,1430,7528
7229700165,20141202T000000,,3,1.75,1740,29597,1,0,0,4,7,1740,0,1965,0,98059,47.481,-122.115,1560,20741
9113200290,20140625T000000,,4,2.5,2490,5170,2,0,0,4,9,2490,0,2000,0,98052,47.6836,-122.162,2490,5170
7212660520,20150326T000000,,4,2,1600,6861,1,0,0,3,7,1600,0,1994,0,98003,47.2701,-122.313,1870,7455
4319200060,20140709T000000,,3,2,2783,11177,2,0,0,3,8,2783,0,1910,1999,98126,47.538,-122.38,1730,8018
2485000076,20150122T000000,,4,3.25,3680,8580,1,0,3,5,10,1840,1840,1959,0,98136,47.5266,-122.387,2700,9100
6381502155,20150116T000000,,3,1,1490,7200,1,0,0,3,7,1490,0,1954,0,98125,47.7276,-122.307,1280,7200
3629921060,20140715T000000,,5,2.5,2890,5110,2,0,2,3,9,2890,0,2003,0,98029,47.5453,-121.995,3010,5110
1424069056,20140805T000000,,4,3.75,4100,61419,2,0,0,3,9,4100,0,2014,0,98029,47.5626,-122.005,2010,32362
1559900080,20141121T000000,,3,2.25,1760,7023,2,0,0,3,7,1760,0,1995,0,98019,47.7468,-121.98,1760,7082
2785000290,20140507T000000,,3,1.75,1680,10500,1,0,0,4,8,1680,0,1959,0,98005,47.6098,-122.169,2250,10400
9418400240,20141028T000000,,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720
2013801350,20150220T000000,,3,1.75,1460,7226,1,0,0,3,7,1460,0,1993,0,98198,47.3839,-122.321,1760,7226
7385300020,20140613T000000,,5,2.5,3210,12000,1,0,0,4,8,1830,1380,1968,0,98007,47.6205,-122.148,2450,12000
5318100504,20140728T000000,,2,2,1450,2272,1,0,0,4,6,750,700,1924,0,98112,47.633,-122.282,2170,4370
7855400330,20140604T000000,,5,2.75,2660,8737,1,0,4,5,8,1470,1190,1969,0,98006,47.5667,-122.155,3280,8783
6821102350,20150109T000000,,2,1,880,1712,2,0,0,4,7,880,0,1945,0,98199,47.6475,-122.397,1360,1748
8856920110,20150504T000000,,3,2.5,2150,14092,2,0,0,3,8,2150,0,1991,0,98058,47.4621,-122.129,2400,10699
7852110690,20140522T000000,,4,2.5,2980,8107,2,0,0,3,9,2980,0,2000,0,98065,47.5389,-121.876,2750,7760
3751600784,20150403T000000,,4,2.5,2240,4800,2,0,0,3,8,2240,0,2014,0,98001,47.2911,-122.266,2240,5040
6855700080,20140714T000000,,3,1,1240,8840,1,0,0,3,6,1240,0,1952,0,98125,47.7277,-122.308,1250,8840
6852700520,20150406T000000,,2,2.5,1390,1132,2,0,0,3,8,1130,260,2006,0,98102,47.6228,-122.319,1400,1237
1337801060,20150305T000000,,3,1,2050,4800,2,0,0,3,8,1950,100,1922,0,98112,47.6315,-122.311,2220,4800
3524039144,20141007T000000,,2,1,1620,9855,1,0,4,3,8,1320,300,1948,0,98136,47.5264,-122.384,1820,7700
3226200105,20140523T000000,,3,1,1920,6862,1,0,2,3,7,1120,800,1952,0,98118,47.5193,-122.274,2000,6900
3126049261,20150316T000000,,3,1,940,5904,1,0,0,3,6,940,0,1947,0,98103,47.699,-122.35,870,5728
7129300520,20141013T000000,,3,1,1180,5650,1,0,0,3,7,1180,0,1955,0,98178,47.5112,-122.257,1340,5650
226059065,20140903T000000,,3,2.25,2260,54014,1,0,0,3,7,1450,810,1962,0,98072,47.7657,-122.131,2140,44431
9270200160,20141028T000000,,3,1,1570,2280,2,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640
1042700050,20140723T000000,,5,2.75,3010,5398,2,0,0,3,9,3010,0,2014,0,98074,47.6067,-122.053,3360,5407
3324069070,20140707T000000,,2,1,1190,27007,1,0,0,4,5,1190,0,1910,0,98027,47.524,-122.04,1730,12632
1175000073,20140606T000000,,4,1,1720,4011,1.5,0,0,4,7,1720,0,1904,0,98107,47.6719,-122.396,1580,3784
6072000440,20150206T000000,,5,3,2540,11422,1,0,0,3,8,1270,1270,1962,2014,98006,47.5459,-122.176,2090,10741
6414600260,20141030T000000,,2,1,970,10423,1,0,0,3,7,970,0,1947,0,98133,47.7252,-122.331,1200,7857
5469502860,20150107T000000,,5,2.75,2980,13482,1,0,0,4,8,1730,1250,1975,0,98042,47.3774,-122.16,2900,14800
1036400200,20150213T000000,,4,1.75,1670,13125,1,0,0,5,8,1670,0,1973,0,98052,47.6315,-122.101,2360,12500
1377800135,20150402T000000,,3,2,1730,6784,2.5,0,0,4,7,1730,0,1942,0,98199,47.6462,-122.403,1210,6784
7292700005,20141014T000000,,4,1.75,3220,7392,1,0,0,4,8,2010,1210,1959,0,98177,47.7719,-122.361,1660,8363
5153200506,20140731T000000,,3,1,1000,12000,1,0,0,3,7,1000,0,1959,0,98023,47.3321,-122.346,1490,14940
2123039032,20141027T000000,,1,0.75,760,10079,1,1,4,5,5,760,0,1936,0,98070,47.4683,-122.438,1230,14267
4136960010,20150327T000000,,5,3.5,3480,12821,2,0,2,3,10,2890,590,2004,0,98092,47.2641,-122.215,3400,9870
5101403915,20150403T000000,,2,1,1290,5376,1,0,0,3,6,1290,0,1945,0,98115,47.6966,-122.315,1180,5376
9448300061,20140708T000000,,2,1,1020,7920,1,0,0,3,6,1020,0,1939,0,98108,47.5558,-122.31,1530,6900
923000280,20140722T000000,,3,2.5,2580,8154,1,0,0,3,10,2090,490,1956,1997,98177,47.7259,-122.361,1660,8155
3278600900,20141231T000000,,3,2.5,1780,2778,2,0,0,3,8,1530,250,2007,0,98126,47.5487,-122.372,1380,1998
2025700200,20150220T000000,,3,1.75,1450,5858,1,0,0,4,7,1450,0,1991,0,98038,47.3482,-122.037,1520,6573
6146600175,20141107T000000,,2,1,760,5240,1,0,0,3,6,760,0,1949,0,98032,47.388,-122.234,980,5080
7266200085,20150325T000000,,5,1.75,2330,3800,1.5,0,0,3,7,1360,970,1927,0,98115,47.6835,-122.308,2100,3800
8682280270,20140903T000000,,2,2.5,1900,2983,2,0,0,3,8,1900,0,2006,0,98053,47.7029,-122.015,1510,3876
3342103228,20140804T000000,,4,2.5,2310,5573,2,0,0,4,9,2310,0,2003,0,98056,47.5197,-122.2,2310,6189
2025770560,20141103T000000,,4,4.25,5710,24663,2,0,0,3,11,5710,0,2007,0,98092,47.3065,-122.158,4060,23847
9276202160,20141126T000000,,3,2,2080,5750,1,0,0,5,7,1040,1040,1926,0,98116,47.5791,-122.392,1710,4830
3830630090,20150417T000000,,3,2,1340,6783,1,0,0,4,7,1340,0,1987,0,98030,47.3504,-122.177,1630,6458
822069066,20150223T000000,,4,2.5,1620,219542,2,0,0,3,7,1620,0,1980,0,98038,47.4014,-122.069,2240,217800
1530900290,20141007T000000,,3,2.5,2280,3710,1,0,0,3,8,1550,730,1990,0,98072,47.735,-122.159,2030,3710
7899800045,20141202T000000,,3,1.5,910,5120,1,0,0,3,6,910,0,1973,0,98106,47.5238,-122.356,1410,5132
6817801150,20150330T000000,,4,2.5,2160,10987,1,0,0,4,8,1440,720,1981,2003,98074,47.6333,-122.034,1280,11617
8146300205,20140710T000000,,3,1.75,1690,8489,1,0,0,4,7,1690,0,1959,0,98004,47.6079,-122.192,1850,8536
263000359,20140630T000000,,3,2.25,1370,1524,3,0,0,3,8,1370,0,2005,0,98103,47.6982,-122.347,1370,1418
8822901024,20150423T000000,,3,2,1290,886,3,0,0,3,7,1290,0,2004,0,98125,47.7161,-122.295,1270,1152
629650380,20150123T000000,,4,2.5,1660,6724,2,0,0,3,7,1660,0,2009,0,98001,47.259,-122.256,1544,6054
1226039124,20150428T000000,,2,2,1540,9714,2,0,0,3,8,1540,0,2008,0,98177,47.7628,-122.359,1840,8179
6744700343,20141209T000000,,5,3,2240,15435,1,0,1,5,7,1390,850,1952,0,98155,47.7426,-122.288,2240,10750
9413600010,20150206T000000,,3,1.75,1680,10685,1,0,0,4,7,1680,0,1966,0,98033,47.6556,-122.193,3340,10390
629420080,20140820T000000,,4,2.5,3070,5936,2,0,0,3,9,3070,0,2005,0,98075,47.5902,-121.988,3160,5936
293070310,20150213T000000,,4,4,3970,7314,2,0,0,3,9,3970,0,2014,0,98074,47.6173,-122.056,3560,5258
9250900124,20150505T000000,,4,1,1300,6075,1,0,0,5,7,1300,0,1954,0,98133,47.773,-122.349,1450,7320
2140900100,20150203T000000,,4,2.5,1961,3207,2,0,0,3,7,1961,0,2006,0,98042,47.3507,-122.16,1961,3401
1120069036,20141218T000000,,3,2.25,1570,43350,1,0,3,4,7,1570,0,1967,0,98022,47.2377,-122.016,1570,220849
1357300240,20141027T000000,,3,1.75,1320,7200,1,0,0,4,7,1320,0,1977,0,98028,47.7341,-122.237,1750,7260
3179100482,20150126T000000,,2,2.25,1040,1377,2,0,0,3,8,1040,0,2003,0,98105,47.6692,-122.279,1264,1892
5381000048,20150427T000000,,2,1,790,8250,1,0,0,3,6,790,0,1947,0,98188,47.4523,-122.286,900,8250
2937300050,20150227T000000,,4,4.75,4150,6303,3,0,0,3,9,4150,0,2014,0,98052,47.7047,-122.123,3570,6285
7853420110,20141003T000000,,3,3,2780,6000,2,0,0,3,9,2780,0,2013,0,98065,47.5184,-121.886,2850,6000
9274204100,20140910T000000,,4,1,1540,4500,1.5,0,0,2,7,1540,0,1905,0,98116,47.587,-122.384,1920,6000
2787250080,20150327T000000,,4,2.5,2750,15099,2,0,0,3,8,2750,0,1994,0,98019,47.7298,-121.972,2500,14564
871001735,20140911T000000,,4,2.25,1910,5120,1,0,0,3,8,1300,610,1954,0,98199,47.6534,-122.409,1810,5153
1773100121,20140623T000000,,3,2.75,1100,750,2,0,0,3,7,780,320,2008,0,98106,47.5601,-122.363,1170,4800
9126100765,20140801T000000,,3,1.75,1320,1014,3,0,0,3,9,1320,0,2015,0,98122,47.6047,-122.305,1380,1495
1721059286,20150121T000000,,4,2.5,2640,8055,2,0,0,3,9,2640,0,2004,0,98092,47.315,-122.193,1650,8055
8818400490,20140611T000000,,2,1.75,1640,4080,1,0,0,3,7,840,800,1921,0,98105,47.6645,-122.326,1980,4080
5014000100,20140924T000000,,4,2,1720,6413,1,0,0,4,7,860,860,1950,0,98116,47.5734,-122.395,1280,6413
3644100101,20140707T000000,,2,1.5,1260,1575,2,0,0,3,7,1260,0,2001,0,98144,47.5914,-122.295,1220,1740
272000125,20140829T000000,,3,1,1200,4000,1.5,0,0,4,6,1200,0,1923,0,98144,47.5881,-122.299,1390,4000
2618300190,20141224T000000,,3,1.5,1110,10296,1,0,0,5,7,1110,0,1964,0,98042,47.422,-122.153,1330,10296
8651410740,20150219T000000,,3,1,860,5200,1,0,0,5,6,860,0,1969,0,98042,47.3677,-122.078,1010,5200
3380900125,20140527T000000,,3,1,1570,9467,1,0,0,3,7,1570,0,1954,0,98177,47.7683,-122.359,1570,9100
3586501075,20150109T000000,,4,2.25,2840,31720,1,0,0,3,8,1780,1060,1958,0,98177,47.7505,-122.375,2290,29577
5169700022,20140915T000000,,3,1.75,1880,16262,1,0,0,5,7,1880,0,1980,0,98059,47.5089,-122.155,1900,7972
7967900150,20150430T000000,,4,2.5,3030,9500,2,0,0,3,8,3030,0,1989,0,98001,47.3511,-122.287,2650,9500
8946390150,20140722T000000,,4,2.5,2229,5723,2,0,0,3,7,2229,0,2012,0,98032,47.3693,-122.286,2738,5742
2869200110,20140621T000000,,3,2.5,3290,6830,2,0,0,3,10,3290,0,2000,0,98052,47.6702,-122.142,3200,6227
5021900160,20140618T000000,,4,1.75,1980,10800,1,0,0,5,6,990,990,1948,0,98040,47.5768,-122.222,2180,10800
3528000040,20150326T000000,,3,3.25,5290,224442,2,0,0,4,11,4540,750,1988,0,98053,47.6671,-122.051,3750,84936
7010701016,20150209T000000,,1,1,1080,5000,1.5,0,0,3,7,1080,0,1948,0,98199,47.6603,-122.394,1620,4000
3892500150,20140521T000000,,3,2.5,4460,26027,2,0,0,3,12,4460,0,1992,0,98033,47.6573,-122.173,3770,26027
4123810090,20140909T000000,,3,2.25,2140,10256,2,0,0,3,8,2140,0,1987,0,98038,47.3751,-122.044,2040,11717
5486800070,20140620T000000,,7,3.5,4640,15235,2,0,1,3,11,2860,1780,1965,2003,98040,47.5666,-122.231,3230,20697
6083000083,20140611T000000,,5,1.5,1510,9078,1,0,0,4,7,1510,0,1959,0,98168,47.4852,-122.305,1480,9078
