id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
4233400490,20140820T000000,262000,3,2.5,1680,10300,2,0,0,4,7,1680,0,1994,0,98010,47.314,-122.001,1680,9849
7202360350,20140630T000000,780000,4,2.5,3500,7048,2,0,0,3,9,3500,0,2005,0,98053,47.6811,-122.025,3920,7864
8081900101,20140528T000000,960000,4,2.25,2410,4560,2,0,2,5,9,1800,610,1929,0,98117,47.6796,-122.402,2150,5100
9126100850,20141120T000000,534000,5,2,2280,3600,2,0,0,3,7,2280,0,1992,0,98122,47.6056,-122.305,1740,1800
5127001620,20150211T000000,315000,3,1.75,1580,11455,1,0,0,4,7,1200,380,1974,0,98059,47.4756,-122.147,1550,10650
7625701830,20141023T000000,521000,3,2,1840,6000,1,0,0,4,6,1840,0,1908,1944,98136,47.5508,-122.392,2010,6000
0263000155,20140505T000000,418000,3,2,1410,6030,1.5,0,0,4,7,1410,0,1930,0,98103,47.6994,-122.347,1410,6300
4427100130,20150304T000000,431000,3,1,1500,6240,1,0,0,4,7,1500,0,1953,0,98125,47.7281,-122.311,1230,6240
0269000070,20150106T000000,608000,4,3,2400,7680,1,0,0,3,7,1200,1200,1956,0,98199,47.6466,-122.389,2670,6342
5631500191,20150326T000000,595000,3,2.5,2550,6677,2,0,0,3,8,2550,0,2002,0,98028,47.7336,-122.232,1930,7217
2804600155,20150507T000000,1.35e+006,4,1.75,2000,3728,1.5,0,0,4,9,1820,180,1926,0,98112,47.643,-122.299,1950,3728
0114101500,20150417T000000,325000,4,1.75,1370,9993,1,0,0,3,6,1370,0,1918,0,98028,47.7572,-122.228,1650,11592
4167960330,20150109T000000,270000,3,2,1820,7750,1,0,0,3,8,1820,0,1992,0,98023,47.3169,-122.352,2080,8084
2123049142,20140814T000000,294000,4,2.5,2040,7800,2,0,0,3,7,2040,0,2003,0,98168,47.473,-122.293,1860,10954
3362401761,20150225T000000,450000,2,1.5,1020,1049,3,0,0,3,8,1020,0,2008,0,98103,47.68,-122.348,1350,1395
1338800425,20150304T000000,2.14e+006,6,4,5110,7128,2.5,0,0,4,11,5110,0,1906,0,98112,47.6285,-122.304,4110,6480
9138100261,20141029T000000,645000,4,1.5,2550,4000,1.5,0,0,4,7,1760,790,1926,0,98115,47.6811,-122.318,1840,4000
4327600010,20150202T000000,336000,3,3,1790,13350,1,0,0,3,7,1190,600,1988,0,98178,47.4958,-122.262,1740,10624
5700002510,20140611T000000,1.085e+006,5,2.5,2340,6000,2,0,0,4,10,2340,0,1922,0,98144,47.5764,-122.287,2350,6000
3276930270,20150425T000000,817500,4,2.5,2910,35679,2,0,0,4,9,2910,0,1987,0,98075,47.5859,-121.991,2720,36728
5422560900,20140807T000000,450000,3,2.25,1960,6500,2,0,0,4,8,1960,0,1977,0,98052,47.6642,-122.129,1860,6160
2597520790,20150423T000000,765000,3,2.5,2310,11993,2,0,0,3,9,2310,0,1988,0,98006,47.5438,-122.139,2830,10031
0164000261,20140521T000000,700000,4,3.25,2780,7875,2,0,0,3,9,2780,0,2006,0,98133,47.7294,-122.352,1000,7500
7972601270,20140530T000000,369000,3,2,1550,8509,1,0,0,3,7,1150,400,1959,0,98106,47.5299,-122.344,1840,7620
6131600285,20141024T000000,195500,4,1,1230,8636,1.5,0,0,4,6,1230,0,1954,0,98002,47.3231,-122.219,1168,8316
1189000645,20141022T000000,650000,4,2,1930,3976,1.5,0,0,4,8,1930,0,1914,0,98122,47.6117,-122.297,1470,4080
1545804820,20141111T000000,240000,3,1.75,1380,7500,1,0,0,3,7,1380,0,1988,0,98038,47.3628,-122.045,1530,7500
8078550320,20150326T000000,290000,3,2,1260,7346,1,0,0,3,7,1260,0,1987,0,98031,47.4034,-122.176,1460,7363
0065000400,20141022T000000,570000,4,3,1490,6766,1.5,0,1,5,7,1490,0,1915,0,98136,47.5446,-122.382,1990,6526
4249000100,20150414T000000,803000,4,2.5,2790,7673,2,0,0,3,9,2790,0,1989,0,98052,47.6692,-122.136,2740,7837
3052700385,20150414T000000,765000,4,2.25,2030,2222,2,0,0,3,9,1610,420,2015,0,98117,47.679,-122.375,1420,2222
3013300685,20150318T000000,760000,4,3.25,2690,3995,2,0,0,3,9,2060,630,2014,0,98136,47.532,-122.384,1810,4590
5490220030,20150225T000000,580000,4,2.5,2110,11680,1,0,0,4,7,1420,690,1977,0,98052,47.6964,-122.118,1890,9600
9325200110,20140909T000000,569950,5,4.25,3380,7805,2,0,0,3,8,3380,0,2014,0,98148,47.4349,-122.328,2790,7805
9528102993,20141229T000000,495000,3,1.5,1580,1228,3,0,0,3,8,1580,0,2014,0,98115,47.6765,-122.32,1580,3605
8078350030,20140602T000000,580000,4,2.5,2220,7064,2,0,0,3,8,2220,0,1988,0,98029,47.5716,-122.022,2220,7451
7852170140,20150510T000000,650000,4,2.5,3180,5438,2,0,0,3,9,3180,0,2003,0,98065,47.5416,-121.864,3030,5335
9253900210,20140707T000000,1.275e+006,3,2.5,3870,46609,2,0,3,3,9,3870,0,1997,0,98008,47.5966,-122.112,4030,17880
6817850040,20141111T000000,825000,3,2.5,3280,26413,1,0,3,3,11,2670,610,1985,0,98074,47.6395,-122.05,3280,25211
0923000270,20140508T000000,405000,2,1,1020,8155,1,0,0,4,7,1020,0,1948,0,98177,47.7257,-122.361,1430,8157
5561000430,20141016T000000,470000,3,2.25,1830,39165,1,0,0,5,8,1830,0,1963,0,98027,47.4612,-121.992,2020,36184
5469500640,20150224T000000,583500,3,2.25,3530,13000,2.5,0,0,4,10,3530,0,1985,0,98042,47.3823,-122.159,2960,13000
2301400276,20140908T000000,865000,4,2.5,2520,4950,2,0,0,3,8,2520,0,1906,2002,98117,47.6814,-122.359,1810,3500
2560805440,20150129T000000,283500,3,1.75,1250,5375,1,0,0,3,7,1250,0,1985,0,98198,47.3787,-122.323,1320,6258
2781250110,20150428T000000,360000,4,2.5,2640,7388,2,0,0,3,7,2640,0,2003,0,98038,47.3505,-122.027,2640,6383
8562710250,20140505T000000,890000,4,4.25,4420,5750,2,0,0,3,10,3410,1010,2006,0,98027,47.5404,-122.073,4420,5750
2207200675,20140502T000000,419000,3,1.5,1570,6700,1,0,0,4,7,1570,0,1956,0,98007,47.6022,-122.134,1570,7300
0820079081,20140911T000000,570000,4,3,2710,217800,2.5,0,0,3,9,2710,0,2006,0,98022,47.2411,-121.932,2710,217800
0937000330,20150319T000000,246500,3,1.5,1170,11530,1,0,0,3,7,1170,0,1960,0,98198,47.4211,-122.29,1550,8605
8123100045,20150414T000000,470000,4,3,2380,5125,1.5,0,0,4,7,1680,700,1925,0,98126,47.5384,-122.376,1410,5375
1138000830,20140909T000000,310000,3,1,1990,7173,1,0,0,3,7,1990,0,1972,0,98034,47.7116,-122.213,1320,7245
3034200142,20140923T000000,435000,3,1.5,1740,6988,1,0,0,3,7,1600,140,1950,0,98133,47.7211,-122.33,1650,7500
7215721330,20141023T000000,485000,3,2.5,1650,4218,2,0,0,3,8,1650,0,2000,0,98075,47.5998,-122.016,1650,4559
8643200055,20140601T000000,243000,3,1.75,1790,12000,1,0,0,3,7,1040,750,1960,0,98198,47.3945,-122.313,1840,12000
7283900306,20150417T000000,400000,3,2.5,1910,4408,3,0,0,3,8,1910,0,2007,0,98133,47.7634,-122.35,1910,8154
7192200040,20141001T000000,280000,4,1,1880,6288,1,0,0,3,7,1120,760,1974,0,98178,47.5101,-122.259,1880,6334
1760650880,20150317T000000,327000,4,2.5,2110,3825,2,0,0,3,7,2110,0,2013,0,98042,47.359,-122.082,1950,3825
3211230300,20140929T000000,381500,2,2,2160,35183,1,0,0,3,9,2160,0,1985,0,98092,47.312,-122.115,2450,34992
5026900235,20140911T000000,1.85e+006,4,3.25,2910,1880,2,0,3,5,9,1830,1080,1914,0,98122,47.616,-122.282,3100,8200
4364700805,20141015T000000,315000,1,1,580,7200,1,0,0,3,6,580,0,2000,0,98126,47.5249,-122.373,1360,7560
7518505910,20141119T000000,528000,2,1,1260,5100,1.5,0,0,4,7,1120,140,1925,0,98117,47.6805,-122.384,1260,5100
8106300510,20141229T000000,485000,5,2.5,3270,6129,2,0,0,3,9,3270,0,2004,0,98055,47.4461,-122.208,2980,5928
1079350090,20140617T000000,332000,3,2.5,1530,9406,1,0,0,3,7,1270,260,1993,0,98059,47.4852,-122.162,1700,7682
0809003105,20150408T000000,935000,3,2,1720,2000,1.5,0,0,3,8,1060,660,1910,2000,98109,47.6384,-122.35,1590,4000
2827100075,20140727T000000,286308,2,1.5,1220,1036,3,0,0,3,7,1220,0,2006,0,98133,47.7348,-122.347,1210,659
4077800438,20141231T000000,518000,4,1.75,1780,8768,1,0,0,4,7,1050,730,1951,0,98125,47.7085,-122.283,1590,8100
5151600340,20140709T000000,290000,3,1.5,1950,15954,1,0,0,4,8,1950,0,1959,0,98003,47.336,-122.319,1940,12667
0723049197,20140627T000000,195000,2,1,1020,8100,1,0,0,3,6,1020,0,1940,0,98168,47.4971,-122.334,1200,12500
2468800040,20150410T000000,330000,3,2.5,2060,25046,1,0,0,4,8,1600,460,1980,0,98022,47.184,-121.959,2050,21255
2767601805,20150213T000000,600000,2,1,1370,5000,1.5,0,0,3,7,1370,0,1905,0,98107,47.6744,-122.383,1500,5000
6977000040,20140823T000000,625000,4,3,2190,12825,1,0,0,3,9,1520,670,1989,0,98034,47.7107,-122.229,3050,4673
8016250080,20140709T000000,245000,3,2.5,1610,7223,2,0,0,3,7,1610,0,1994,0,98030,47.3661,-122.173,1610,7162
6381500505,20150402T000000,400000,3,1,1250,7157,1,0,0,3,7,1250,0,1944,2010,98125,47.7323,-122.304,1300,6796
6821102346,20140522T000000,505000,3,2.25,1670,1596,2,0,0,3,8,1220,450,2002,0,98199,47.6474,-122.396,1670,1596
7625703260,20140924T000000,400950,2,1.75,2320,6250,1,0,0,3,7,1400,920,1948,0,98136,47.5468,-122.386,1420,6250
0126049100,20141104T000000,398000,3,1.75,1830,27468,1,0,0,3,7,1830,0,1954,0,98028,47.7754,-122.233,1860,10180
3387900390,20141007T000000,255000,3,1.75,1410,9315,1,0,0,5,7,1410,0,1960,0,98031,47.3969,-122.198,1630,8250
5469502170,20150414T000000,459950,4,2,2760,21465,1,0,0,4,9,2120,640,1979,0,98042,47.3818,-122.165,2550,13144
3624079046,20141028T000000,460000,4,3,2230,108900,1,0,0,3,7,1410,820,1978,0,98065,47.52,-121.845,1960,65340
3278600320,20140723T000000,465000,3,2.5,2150,4084,2,0,0,3,8,2150,0,2007,0,98126,47.5488,-122.372,1750,2385
1725059127,20150225T000000,2.35e+006,6,4.25,5550,11547,2,0,2,3,11,4270,1280,2014,0,98033,47.6547,-122.202,3480,11547
7843500090,20140822T000000,299500,4,2.5,2010,12085,2,0,0,3,8,2010,0,1986,0,98042,47.3406,-122.057,1910,12133
6751100125,20140825T000000,472000,3,1.5,1740,9038,1,0,0,4,7,1740,0,1955,0,98007,47.5897,-122.136,1390,9770
1274500170,20150506T000000,227500,3,1,1150,8848,1,0,0,3,7,1150,0,1968,0,98042,47.3626,-122.111,1220,9576
2125059161,20141023T000000,960000,4,2.5,3430,43560,1.5,0,2,5,10,3430,0,1979,0,98005,47.6426,-122.18,3700,44431
3904980270,20150505T000000,517500,3,2.5,1800,3933,2,0,0,3,8,1800,0,1989,0,98029,47.5746,-122.009,1800,4659
7518501822,20141017T000000,469000,3,2.5,1190,1290,3,0,0,3,8,1190,0,2008,0,98107,47.6762,-122.378,1410,1923
7849200945,20150401T000000,306500,2,1.75,1310,10200,1,0,0,4,6,1310,0,1947,0,98065,47.5231,-121.82,1500,7200
6151800070,20140903T000000,700000,3,1.75,2600,7668,1,0,0,4,8,1300,1300,1968,0,98010,47.3402,-122.046,1980,13664
2205500540,20141008T000000,365000,4,1.5,1820,12327,1,0,0,4,7,1380,440,1955,0,98006,47.5767,-122.144,1450,9256
8146100580,20141020T000000,765000,3,1,1220,7585,1,0,0,4,7,1220,0,1954,0,98004,47.6094,-122.194,1380,8918
8965510190,20140610T000000,1.25e+006,4,2.5,3700,21755,1,0,4,3,11,2620,1080,1988,0,98006,47.5662,-122.108,3480,13786
1535204365,20141124T000000,428000,2,1.75,1980,44550,2,0,1,5,7,1280,700,1977,0,98070,47.4193,-122.444,1680,25343
7744500020,20140826T000000,431000,2,2,1390,12530,1,0,0,3,8,970,420,1959,0,98155,47.7499,-122.29,1940,12530
1604600227,20150328T000000,441000,2,1,1150,3000,1,0,0,3,6,780,370,1915,0,98118,47.5624,-122.291,1150,5000
1870400470,20141113T000000,637800,4,1.75,2250,4750,1.5,0,0,4,7,1420,830,1924,0,98115,47.6738,-122.292,1930,4750
9362000040,20140623T000000,3.4e+006,3,4.5,5230,17826,2,1,4,3,10,3740,1490,2005,0,98040,47.5348,-122.243,3670,17826
3705900124,20150220T000000,302000,5,1.75,2360,8642,1.5,0,0,5,7,2060,300,1926,0,98133,47.7617,-122.335,1950,8491
1442880340,20140603T000000,427874,3,3,2340,5002,2,0,0,3,8,2340,0,2013,0,98045,47.4831,-121.773,2790,5375
2294900010,20140813T000000,478000,3,1.75,2790,36585,1,0,0,4,8,1410,1380,1970,0,98027,47.4734,-121.999,1900,45302
2899200040,20140715T000000,242000,4,1,2240,7620,1,0,0,3,7,1120,1120,1966,0,98146,47.5089,-122.346,1080,7620
9550202870,20150209T000000,417000,2,1.75,1090,4590,1,0,0,4,7,790,300,1915,0,98105,47.6677,-122.324,1390,4080
3303850390,20141212T000000,2.983e+006,5,5.5,7400,18898,2,0,3,3,13,6290,1110,2001,0,98006,47.5431,-122.112,6110,26442
7694800270,20150420T000000,636000,3,2.5,2140,2770,2,0,0,3,8,1770,370,2007,0,98052,47.6664,-122.131,2510,2708
3294700030,20140509T000000,280950,3,1.75,1390,8700,1,0,3,4,7,840,550,1912,0,98055,47.4725,-122.202,1390,10875
4139440480,20141201T000000,796500,3,2.75,2590,12063,2,0,0,3,10,2590,0,1993,0,98006,47.5527,-122.12,2850,8469
